cluster,script_url_etld,fp_script
077e4e9b-bf46-44b3-96b4-d9b51df38f23,tracker.gg,true
077f1adc-f527-4ffd-9c87-d18830dd6c7e,hofer.si,true
0787bffd-bc62-4f07-9e51-eaaad0641edd,mts.ru,true
0789ecb0-8b55-4bf0-86fd-d23f259c8d2e,walgreens.com,true
078afb9e-1ce2-46c2-a3df-789a826c3fa7,metrobyt-mobile.com,true
078afb9e-1ce2-46c2-a3df-789a826c3fa7,t-mobile.com,true
078c36d3-62c7-4281-a31e-c286a89fc048,fourseasons.com,true
07939082-4582-461b-8937-d14cb4b3900b,remotedesktop.com,true
07974ea1-cdb1-47a3-99a0-72415ed13095,ukrainedate.com,true
079a142d-903c-430d-aacb-f6aaa52370f0,c6gj-static.net,true
079b6a55-bac6-47e5-8912-8fb42f2cf87c,extremnews.com,true
079f3c0f-0e91-449b-b945-c1f18bc778dc,domain.com.au,true
07a981b9-c16a-4e9f-b9a1-d8fb200cb3f9,allstate.com,true
07bc68f1-3d63-42d0-b403-fb946e03b34b,tuoitre.vn,true
07bc8ec1-1372-4712-be07-78100b99df53,didiglobal.com,true
07c9f373-2969-4bde-806d-a65142339364,loyno.edu,true
07cacba2-e77c-47e6-8cc0-003f6ad3f3e2,docusign.com,true
