sqlite_browser_id,sqlite_visit_id,extension_session_uuid,event_ordinal,record_type,change_cause,expiry,is_http_only,is_host_only,is_session,host,is_secure,name,path,value,same_site,first_party_domain,store_id,time_stamp,site_id,in_cookiejar,site_rank,hold_id,visit_id,browser_id,category
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1999,added-or-changed,explicit,2025-05-13 13:57:48,0,0,0,.support.google.com,0,_gat_gtag_UA_175894890_5,/,1,no_restriction,,firefox-default,2025-05-13 13:56:48.461000,1,,4,,1__gat_gtag_UA_175894890_5,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,2149,deleted,overwrite,2026-06-17 13:56:53,0,0,0,.support.google.com,0,_ga_H30R9PNQFN,/,deleted,no_restriction,,firefox-default,2025-05-13 13:56:53.345000,1,,4,,1__ga_H30R9PNQFN,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,2150,added-or-changed,explicit,2026-06-17 13:56:53,0,0,0,.support.google.com,0,_ga_H30R9PNQFN,/,deleted,no_restriction,,firefox-default,2025-05-13 13:56:53.346000,1,,4,,1__ga_H30R9PNQFN,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,2151,deleted,overwrite,2026-06-17 13:56:53,0,0,0,.support.google.com,0,_ga_H30R9PNQFN,/,GS2.1.s1747137408$o1$g0$t1747137413$j0$l0$h0,no_restriction,,firefox-default,2025-05-13 13:56:53.346000,1,,4,,1__ga_H30R9PNQFN,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,2152,added-or-changed,explicit,2026-06-17 13:56:53,0,0,0,.support.google.com,0,_ga_H30R9PNQFN,/,GS2.1.s1747137408$o1$g0$t1747137413$j0$l0$h0,no_restriction,,firefox-default,2025-05-13 13:56:53.346000,1,,4,,1__ga_H30R9PNQFN,windows,
3396399569,114297827394075,d8b11166-0cf1-4096-9f75-811003bb445c,2474,added-or-changed,explicit,2025-05-13 13:58:04,0,1,0,myaccount.google.com,0,TESTCOOKIESENABLED,/intro/yourdata,1,no_restriction,,firefox-default,2025-05-13 13:57:04.249000,1,,5,,1_TESTCOOKIESENABLED,windows,
3396399569,114297827394075,d8b11166-0cf1-4096-9f75-811003bb445c,2475,deleted,explicit,2025-05-13 13:58:04,0,1,0,myaccount.google.com,0,TESTCOOKIESENABLED,/intro/yourdata,1,no_restriction,,firefox-default,2025-05-13 13:57:04.249000,1,,5,,1_TESTCOOKIESENABLED,windows,
3396399569,114297827394075,d8b11166-0cf1-4096-9f75-811003bb445c,2476,added-or-changed,explicit,2025-06-12 13:57:04,0,1,0,myaccount.google.com,1,OTZ,/,8080557_56_56__56_,no_restriction,,firefox-default,2025-05-13 13:57:04.250000,1,1.0,5,,1_OTZ,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2641,added-or-changed,explicit,2025-08-11 13:57:23,0,0,0,.business.google.com,0,_gcl_au,/,1.1.433856087.1747137444,no_restriction,,firefox-default,2025-05-13 13:57:23.867000,1,1.0,6,,1__gcl_au,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2672,added-or-changed,explicit,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga_V9K47ZG8NP,/,deleted,no_restriction,,firefox-default,2025-05-13 13:57:24.661000,1,,6,,1__ga_V9K47ZG8NP,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2673,deleted,overwrite,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga_V9K47ZG8NP,/,GS2.1.s1747137444$o1$g0$t1747137444$j60$l0$h0,no_restriction,,firefox-default,2025-05-13 13:57:24.663000,1,,6,,1__ga_V9K47ZG8NP,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2674,added-or-changed,explicit,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga_V9K47ZG8NP,/,GS2.1.s1747137444$o1$g0$t1747137444$j60$l0$h0,no_restriction,,firefox-default,2025-05-13 13:57:24.663000,1,,6,,1__ga_V9K47ZG8NP,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2675,added-or-changed,explicit,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga,/,GA1.1.1218779909.1747137445,no_restriction,,firefox-default,2025-05-13 13:57:24.663000,1,1.0,6,,1__ga,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2678,deleted,overwrite,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga_V9K47ZG8NP,/,deleted,no_restriction,,firefox-default,2025-05-13 13:57:24.675000,1,,6,,1__ga_V9K47ZG8NP,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2679,added-or-changed,explicit,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga_V9K47ZG8NP,/,deleted,no_restriction,,firefox-default,2025-05-13 13:57:24.676000,1,,6,,1__ga_V9K47ZG8NP,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2680,deleted,overwrite,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga_V9K47ZG8NP,/,GS2.1.s1747137444$o1$g0$t1747137444$j60$l0$h0,no_restriction,,firefox-default,2025-05-13 13:57:24.676000,1,,6,,1__ga_V9K47ZG8NP,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2681,added-or-changed,explicit,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga_V9K47ZG8NP,/,GS2.1.s1747137444$o1$g0$t1747137444$j60$l0$h0,no_restriction,,firefox-default,2025-05-13 13:57:24.676000,1,,6,,1__ga_V9K47ZG8NP,windows,
3396399569,3607294124046912,d8b11166-0cf1-4096-9f75-811003bb445c,2682,deleted,overwrite,2026-06-17 13:57:24,0,0,0,.business.google.com,0,_ga_V9K47ZG8NP,/,deleted,no_restriction,,firefox-default,2025-05-13 13:57:24.687000,1,,6,,1__ga_V9K47ZG8NP,windows,
